,Brewery,City,State,Beer,ABV,IBU,Style,Ounces
2103,Grapevine Craft Brewery,Farmers Branch, TX,Lakefire Rye Pale Ale,0.055,35,American Pale Ale (APA),12
2104,Buffalo Bayou Brewing Company,Houston, TX,1836,0.06,40,American Blonde Ale,12
2105,Buffalo Bayou Brewing Company,Houston, TX,Summer's Wit,0.06,20,Witbier,12
2106,Buffalo Bayou Brewing Company,Houston, TX,More Cowbell,0.09,118,American Double / Imperial IPA,16
2107,Texian Brewing Co.,Richmond, TX,Brutus,0.071,69,English India Pale Ale (IPA),12
2108,Texian Brewing Co.,Richmond, TX,Battle LIne,0.063,23,American Brown Ale,12
2109,Texian Brewing Co.,Richmond, TX,First Stand,0.055,35,Saison / Farmhouse Ale,12
2110,Texian Brewing Co.,Richmond, TX,Broken Bridge,0.056,12,Dunkelweizen,12
2111,New Republic Brewing Company,College Station, TX,Skylight,0.056,20,Dunkelweizen,12
2112,New Republic Brewing Company,College Station, TX,Kadigan,0.056,30,American Blonde Ale,12
2113,New Republic Brewing Company,College Station, TX,Dammit Jim!,0.052,50,American Amber / Red Ale,12
2114,Infamous Brewing Company,Austin, TX,Hijack,0.055,20,Cream Ale,12
2115,Infamous Brewing Company,Austin, TX,Infamous IPA,0.07,75,American IPA,12
2116,South Austin Brewery,South Austin, TX,Kol' Beer,0.05,22,Kölsch,16
2117,South Austin Brewery,South Austin, TX,LuckenBock,0.07,18,Bock,16
2118,South Austin Brewery,South Austin, TX,6 String Saison,0.08,NA,Saison / Farmhouse Ale,16
2119,South Austin Brewery,South Austin, TX,Texas Pale Ale (TPA),0.055,40,American IPA,16
2120,Four Corners Brewing Company,Dallas, TX,El Chingon IPA,0.076,73,American IPA,12
2121,Four Corners Brewing Company,Dallas, TX,Local Buzz,0.052,20,American Blonde Ale,12
2122,Four Corners Brewing Company,Dallas, TX,Block Party Robust Porter,0.057,40,American Porter,12
2123,Hops & Grain Brewery,Austin, TX,The One They Call Zoe,0.051,NA,American Pale Lager,12
2124,Hops & Grain Brewery,Austin, TX,Green House India Pale Ale,0.07,NA,American IPA,12
2125,Hops & Grain Brewery,Austin, TX,Pale Dog,0.06,50,American Pale Ale (APA),12
2126,Hops & Grain Brewery,Austin, TX,Alteration,0.051,40,Altbier,12
2127,Austin Beerworks,Austin, TX,Heavy Machinery IPA Series #1: Heavy Fist,0.07,NA,American Black Ale,16
2128,Austin Beerworks,Austin, TX,Black Thunder,0.052,NA,Schwarzbier,12
2129,Austin Beerworks,Austin, TX,Fire Eagle IPA,0.062,NA,American IPA,12
2130,Austin Beerworks,Austin, TX,Peacemaker,0.051,NA,American Pale Ale (APA),12
2131,Austin Beerworks,Austin, TX,Pearl-Snap,0.053,NA,German Pilsener,12
2132,Armadillo Ale Works,Denton, TX,Quakertown Stout,0.092,50,American Double / Imperial Stout,12
2133,Armadillo Ale Works,Denton, TX,Greenbelt Farmhouse Ale,0.051,20,Saison / Farmhouse Ale,12
2134,Big Bend Brewing Company,Alpine, TX,Terlingua Gold,0.06,NA,American Blonde Ale,12
2135,Big Bend Brewing Company,Alpine, TX,Big Bend Hefeweizen,0.056,NA,Hefeweizen,12
2136,Big Bend Brewing Company,Alpine, TX,La Frontera Premium IPA,0.078,NA,American IPA,12
2137,Big Bend Brewing Company,Alpine, TX,Tejas Lager,0.047,NA,Czech Pilsener,12
2138,Big Bend Brewing Company,Alpine, TX,Number 22 Porter,0.064,NA,American Porter,12
2139,Pete's Brewing Company,San Antonio, TX,Pete's Wicked Pale Ale (1997),NA,NA,American Pale Ale (APA),12
2140,Pete's Brewing Company,San Antonio, TX,Pete's Wicked Summer Brew (1996),0.047,NA,American Pale Wheat Ale,12
2141,Pete's Brewing Company,San Antonio, TX,Pete's Wicked Summer Brew (1997),0.047,NA,American Pale Wheat Ale,12
2142,Pete's Brewing Company,San Antonio, TX,Pete's ESP Lager (1998),0.051,NA,American Pale Lager,12
2143,Pete's Brewing Company,San Antonio, TX,Pete's Wicked Bohemian Pilsner (1997),0.049,NA,Czech Pilsener,12
2144,Pete's Brewing Company,San Antonio, TX,Pete's Wicked Summer Brew (1995),0.047,NA,American Pale Wheat Ale,12
2145,Pete's Brewing Company,San Antonio, TX,Pete's Wicked Summer Brew (2002),0.047,NA,American Pale Wheat Ale,12
2146,Uinta Brewing Company,Salt Lake City, UT,Hop Notch IPA (2013),0.073,82,American IPA,12
2147,Uinta Brewing Company,Salt Lake City, UT,WYLD Extra Pale Ale,0.04,29,American Pale Ale (APA),12
2148,Uinta Brewing Company,Salt Lake City, UT,Organic Baba Black Lager,0.04,32,Schwarzbier,12
2149,Uinta Brewing Company,Salt Lake City, UT,PUNK'N,0.05,10,Pumpkin Ale,12
2150,Uinta Brewing Company,Salt Lake City, UT,Hop Nosh IPA,0.073,83,American IPA,12
2151,Uinta Brewing Company,Salt Lake City, UT,SUM'R,0.04,17,American Blonde Ale,12
2152,Uinta Brewing Company,Salt Lake City, UT,Trader Session IPA,0.04,42,American IPA,12
2153,Uinta Brewing Company,Salt Lake City, UT,Cutthroat Pale Ale,0.04,34,American Pale Ale (APA),12
2154,Uinta Brewing Company,Salt Lake City, UT,Yard Sale Winter Lager,0.04,22,American Amber / Red Lager,12
2155,Utah Brewers Cooperative,Salt Lake City, UT,Squatters Hop Rising Double IPA,0.09,75,American Double / Imperial IPA,12
2156,Utah Brewers Cooperative,Salt Lake City, UT,Wasatch Ghostrider White IPA,0.06,NA,American White IPA,12
2157,Utah Brewers Cooperative,Salt Lake City, UT,Wasatch Ghostrider White IPA (2014),0.06,NA,American White IPA,12
2158,Utah Brewers Cooperative,Salt Lake City, UT,Devastator Double Bock,0.08,NA,Doppelbock,12
2159,Utah Brewers Cooperative,Salt Lake City, UT,Squatters Full Suspension Pale Ale,0.04,NA,American Pale Ale (APA),12
2160,Utah Brewers Cooperative,Salt Lake City, UT,Squatters Hop Rising Double IPA (2014),0.09,75,American Double / Imperial IPA,12
2161,Utah Brewers Cooperative,Salt Lake City, UT,Wasatch Apricot Hefeweizen,0.04,NA,Fruit / Vegetable Beer,12
2162,Utah Brewers Cooperative,Salt Lake City, UT,Squatters Full Suspension Pale Ale,0.04,NA,American Pale Ale (APA),12
2163,Bohemian Brewery,Midvale, UT,Cherny Bock,0.04,NA,Schwarzbier,12
2164,Bohemian Brewery,Midvale, UT,Czech Pilsner,0.05,NA,Czech Pilsener,12
2165,Bohemian Brewery,Midvale, UT,Viennese Lager,0.05,NA,Vienna Lager,12
2166,Bohemian Brewery,Midvale, UT,Bohemian Export Lager,0.06,NA,Dortmunder / Export Lager,12
2167,Bohemian Brewery,Midvale, UT,Altus Bohemes Altbier,0.053,NA,Altbier,12
2168,Moab Brewery,Moab, UT,Rocket Bike American Lager,0.04,NA,California Common / Steam Beer,16
2169,Moab Brewery,Moab, UT,Johnny's American IPA,0.04,NA,American IPA,16
2170,Moab Brewery,Moab, UT,Dead Horse Amber,0.04,NA,American Pale Wheat Ale,16
2171,Moab Brewery,Moab, UT,Squeaky Bike Nut Brown Ale,0.04,NA,American Brown Ale,16
2172,Flying Mouse Brewery,Troutville, VA,Flying Mouse 8,0.04,NA,American Porter,12
2173,Flying Mouse Brewery,Troutville, VA,Flying Mouse 4,0.07,70,American IPA,12
2174,Smartmouth Brewing Company,Norfolk, VA,Murphy's Law,0.058,35,American Amber / Red Ale,12
2175,Smartmouth Brewing Company,Norfolk, VA,Alter Ego ,0.062,33,Saison / Farmhouse Ale,12
2176,Smartmouth Brewing Company,Norfolk, VA,Rule G IPA,0.07,88,American IPA,12
2177,Center of the Universe Brewing C...,Ashland, VA,Main St. Virginia Ale,0.05,40,Altbier,12
2178,Center of the Universe Brewing C...,Ashland, VA,Main St. Virginia Ale,0.05,40,Altbier,12
2179,Center of the Universe Brewing C...,Ashland, VA,Ray Ray’s Pale Ale,0.052,42,American Pale Ale (APA),12
2180,Center of the Universe Brewing C...,Ashland, VA,Chin Music Amber Lager,0.045,24,American Amber / Red Lager,12
2181,Wild Wolf Brewing Company,Nellysford, VA,Wild Wolf American Pilsner,0.045,25,American Pilsner,12
2182,Wild Wolf Brewing Company,Nellysford, VA,Alpha Ale,0.051,45,American Pale Ale (APA),12
2183,Wild Wolf Brewing Company,Nellysford, VA,Blonde Hunny,0.068,21,Belgian Pale Ale,12
2184,Wild Wolf Brewing Company,Nellysford, VA,Wild Wolf Wee Heavy Scottish Style Ale,0.057,20,Scotch Ale / Wee Heavy,12
2185,Champion Brewing Company,Charlottesville, VA,Killer Kolsch,0.05,22,Kölsch,12
2186,Champion Brewing Company,Charlottesville, VA,Missile IPA,0.07,65,American IPA,12
2187,Champion Brewing Company,Charlottesville, VA,Black Me Stout,0.06,45,American Stout,12
2188,Champion Brewing Company,Charlottesville, VA,Stickin' In My Rye,0.07,NA,Rye Beer,24
2189,Devil's Backbone Brewing Company,Lexington, VA,Striped Bass Pale Ale,0.052,26,American Pale Ale (APA),12
2190,Devil's Backbone Brewing Company,Lexington, VA,Bravo Four Point,0.044,45,American Pale Ale (APA),12
2191,Three Notch'd Brewing Company,Charlottesville, VA,Hydraulion Red,0.053,22,Irish Red Ale,12
2192,Three Notch'd Brewing Company,Charlottesville, VA,40 Mile IPA,0.06,50,American IPA,12
2193,Beach Brewing Company,Virginia Beach, VA,Hoptopus Double IPA,0.088,108,American Double / Imperial IPA,16
2194,Hardywood Park Craft Brewery,Richmond, VA,Hardywood Cream Ale,0.044,18,Cream Ale,12
2195,Hardywood Park Craft Brewery,Richmond, VA,The Great Return,0.075,70,American IPA,16
2196,Hardywood Park Craft Brewery,Richmond, VA,Capital Trail Pale Ale,0.056,55,American Pale Ale (APA),12
2197,Wolf Hills Brewing Company,Abingdon, VA,Troopers Alley IPA,0.059,135,American IPA,12
2198,Blue Mountain Brewery,Afton, VA,Steel Wheels ESB,0.065,30,Extra Special / Strong Bitter (ESB),12
2199,Blue Mountain Brewery,Afton, VA,Blue Mountain Classic Lager,0.053,22,Euro Pale Lager,12
2200,Blue Mountain Brewery,Afton, VA,Full Nelson Pale Ale,0.059,60,American Pale Ale (APA),12
2201,Blue Mountain Brewery,Afton, VA,Full Nelson Pale Ale (2010),0.059,60,American Pale Ale (APA),12
2202,Starr Hill Brewery,Crozet, VA,Festie,0.048,12,Märzen / Oktoberfest,12
2203,Starr Hill Brewery,Crozet, VA,Northern Lights India Pale Ale,0.065,52,American IPA,16
2204,Starr Hill Brewery,Crozet, VA,Starr Pils,0.042,20,German Pilsener,12
2205,Starr Hill Brewery,Crozet, VA,Northern Lights India Pale Ale,0.065,52,American IPA,12
2206,Blue Mountain Brewery,Arrington, VA,Kölsch 151,0.049,16,Kölsch,12
2207,Roanoke Railhouse Brewery,Roanoke, VA,Track 1 Amber Lager,0.045,NA,American Amber / Red Lager,16
2208,Lost Rhino Brewing Company,Ashburn, VA,Face Plant IPA,0.062,65,American IPA,12
2209,Lost Rhino Brewing Company,Ashburn, VA,Rhino Chasers Pilsner,0.056,55,Czech Pilsener,12
2210,Sunken City Brewing Company,Hardy, VA,Dam Lager,0.045,NA,American Amber / Red Lager,12
2211,Sunken City Brewing Company,Hardy, VA,Red Clay IPA,0.07,NA,American IPA,12
2212,Lost Nation Brewing,East Fairfield, VT,Mosaic Single Hop IPA,0.055,NA,American IPA,16
2213,Lost Nation Brewing,East Fairfield, VT,Lost Galaxy,0.045,NA,American IPA,16
2214,Lost Nation Brewing,East Fairfield, VT,Vermont Pilsner,0.048,20,German Pilsener,16
2215,Lost Nation Brewing,East Fairfield, VT,Gose,0.046,8,Gose,16
2216,Fiddlehead Brewing Company,Shelburne, VT,Mastermind,0.081,NA,American Double / Imperial IPA,12
2217,Fiddlehead Brewing Company,Shelburne, VT,Hyzer Flip,0.082,NA,American Double / Imperial IPA,16
2218,Fiddlehead Brewing Company,Shelburne, VT,Hodad Porter,0.055,30,American Porter,16
2219,Fiddlehead Brewing Company,Shelburne, VT,Second Fiddle,0.082,80,American Double / Imperial IPA,16
2220,Otter Creek Brewing,Waterbury, VT,Overgrown American Pale Ale,0.055,55,American Pale Ale (APA),12
2221,Long Trail Brewing Company,Bridgewater Corners, VT,Long Trail Ale (1),0.046,30,Altbier,12
2222,Long Trail Brewing Company,Bridgewater Corners, VT,Double Bag,0.072,33,Altbier,16
2223,Long Trail Brewing Company,Bridgewater Corners, VT,Long Trail IPA,0.059,42,English India Pale Ale (IPA),12
2224,Long Trail Brewing Company,Bridgewater Corners, VT,Long Trail Ale,0.046,30,American Amber / Red Ale,12
2225,Long Trail Brewing Company,Bridgewater Corners, VT,Blackbeary Wheat,0.04,8,Fruit / Vegetable Beer,12
2226,The Alchemist,Waterbury, VT,Petit Mutant,0.06,NA,American Wild Ale,16
2227,The Alchemist,Waterbury, VT,The Crusher,0.096,NA,American Double / Imperial IPA,16
2228,The Alchemist,Waterbury, VT,Beelzebub,0.08,NA,American Double / Imperial Stout,16
2229,The Alchemist,Waterbury, VT,Focal Banger,0.07,NA,American IPA,16
2230,The Alchemist,Waterbury, VT,Heady Topper,0.08,120,American Double / Imperial IPA,16
2231,The Alchemist,Waterbury, VT,Heady Topper,0.08,120,American Double / Imperial IPA,16
2232,Otter Creek Brewing,Middlebury, VT,Fresh Slice White IPA,0.055,45,American White IPA,12
2233,Magic Hat Brewing Company,South Burlington, VT,Elder Betty,0.055,13,Hefeweizen,12
2234,Magic Hat Brewing Company,South Burlington, VT,#9,0.051,20,Fruit / Vegetable Beer,12
2235,Magic Hat Brewing Company,South Burlington, VT,#9,0.051,20,Fruit / Vegetable Beer,16
2236,The Just Beer Project,Burlington, VT,Just IPA,0.046,45,American IPA,12
2237,The Traveler Beer Company,Burlington, VT,Curious Traveler Shandy,0.044,NA,Shandy,12
2238,Woodchuck Hard Cider,Middlebury, VT,Woodchuck Amber Hard Cider,0.05,NA,Cider,12
2239,Everybody's Brewing,White Salmon, WA,Country Boy IPA,0.062,80,American IPA,12
2240,Everybody's Brewing,White Salmon, WA,Little Sister India Style Session Ale,0.043,60,American IPA,12
2241,Two Beers Brewing Company,Seattle, WA,Immersion Amber,0.052,27,American Amber / Red Ale,12
2242,Two Beers Brewing Company,Seattle, WA,Trailhead India Style Session Ale (2011),0.048,48,American IPA,12
2243,Two Beers Brewing Company,Seattle, WA,SoDo Brown Ale,0.054,20,American Brown Ale,12
2244,Two Beers Brewing Company,Seattle, WA,Panorama Wheat Ale,0.046,NA,American Pale Wheat Ale,12
2245,Two Beers Brewing Company,Seattle, WA,Evolutionary IPA (2011),0.062,70,American IPA,12
2246,Two Beers Brewing Company,Seattle, WA,Evolutionary IPA (2012),0.062,70,American IPA,12
2247,Two Beers Brewing Company,Seattle, WA,Trailhead ISA,0.048,48,American IPA,12
2248,Two Beers Brewing Company,Seattle, WA,Immersion Amber Ale (2011),0.052,27,American Amber / Red Ale,12
2249,Two Beers Brewing Company,Seattle, WA,Evo IPA,0.062,70,American IPA,12
2250,Two Beers Brewing Company,Seattle, WA,Presidential Pils,0.048,NA,Czech Pilsener,12
2251,Two Beers Brewing Company,Seattle, WA,Persnickety Pale,0.057,36,American Pale Ale (APA),12
2252,Two Beers Brewing Company,Seattle, WA,Day Hike Session,0.041,41,American IPA,12
2253,Hale's Ales,Seattle, WA,Supergoose IPA,0.069,67,American IPA,12
2254,Hale's Ales,Seattle, WA,Hale's Pale American Ale,0.047,NA,American Pale Ale (APA),12
2255,Dirty Bucket Brewing Company,Woodinville, WA,Filthy Hoppin' IPA,0.065,72,American IPA,16
2256,Dick's Brewing Company,Centralia, WA,12 Man Pale Ale,0.045,NA,American Pale Ale (APA),12
2257,Aslan Brewing Company,Bellingham, WA,Aslan IPA,0.077,NA,American IPA,16
2258,Aslan Brewing Company,Bellingham, WA,Aslan Amber,0.077,NA,American Amber / Red Ale,16
2259,Aslan Brewing Company,Bellingham, WA,Aslan Kölsch,0.048,NA,Kölsch,16
2260,Kulshan Brewery,Bellingham, WA,Bellingham Beer Week 2013 Collaboration,0.08,NA,Belgian Strong Dark Ale,16
2261,Hilliard's Beer,Seattle, WA,Hilliard's Blonde,0.049,20,American Blonde Ale,16
2262,Hilliard's Beer,Seattle, WA,Hilliard's Pils,0.055,34,Czech Pilsener,16
2263,Hilliard's Beer,Seattle, WA,Hilliard's Amber Ale,0.055,60,American Amber / Red Ale,16
2264,Hilliard's Beer,Seattle, WA,The 12th Can™,0.045,32,American Pale Ale (APA),16
2265,Hilliard's Beer,Seattle, WA,Hilliard's Saison,0.066,30,Saison / Farmhouse Ale,16
2266,Airways Brewing Company,Kent, WA,Oatmeal PSA,0.05,35,American Pale Ale (APA),16
2267,Airways Brewing Company,Kent, WA,Maylani's Coconut Stout,0.053,35,American Stout,16
2268,Airways Brewing Company,Kent, WA,Pre Flight Pilsner,0.052,33,American Pilsner,16
2269,Orlison Brewing Company,Airway Heights, WA,Clem's Gold,0.053,NA,American Pale Lager,16
2270,Orlison Brewing Company,Airway Heights, WA,Orlison India Pale Lager,0.067,NA,American Pale Lager,16
2271,Orlison Brewing Company,Airway Heights, WA,Brünette,0.042,NA,Euro Dark Lager,16
2272,Orlison Brewing Company,Airway Heights, WA,Havanüther,0.041,NA,Light Lager,16
2273,Orlison Brewing Company,Airway Heights, WA,Lizzy's Red,0.055,NA,American Amber / Red Lager,16
2274,Schilling & Company,Seattle, WA,Schilling Hard Cider,0.065,NA,Cider,12
2275,Schilling & Company,Seattle, WA,Oak Aged Cider,0.065,NA,Cider,12
2276,Schilling & Company,Seattle, WA,Ginger Cider,0.065,NA,Cider,12
2277,Amnesia Brewing Company,Washougal, WA,Desolation IPA,0.062,43,American IPA,16
2278,Amnesia Brewing Company,Washougal, WA,Damnesia,0.062,NA,American IPA,16
2279,Amnesia Brewing Company,Washougal, WA,Dusty Trail Pale Ale,0.054,NA,American Pale Ale (APA),16
2280,Seattle Cider Company,Seattle, WA,Dry Hard Cider,0.065,NA,Cider,16
2281,Seattle Cider Company,Seattle, WA,Dry Cider,0.065,NA,Cider,16
2282,Northwest Brewing Company,Pacific, WA,Three Skulls Ale Pale Ale,0.063,42,American Pale Ale (APA),16
2283,Northwest Brewing Company,Pacific, WA,Hoppy Bitch IPA,0.063,NA,American IPA,16
2284,Fremont Brewing Company,Seattle, WA,Fremont Summer Ale,0.065,45,American Pale Ale (APA),12
2285,Fremont Brewing Company,Seattle, WA,Harvest Ale,0.065,35,Saison / Farmhouse Ale,12
2286,Fremont Brewing Company,Seattle, WA,Abominable Ale,0.08,NA,English Strong Ale,12
2287,Fremont Brewing Company,Seattle, WA,Universale Pale Ale,0.056,30,American Pale Ale (APA),12
2288,Fremont Brewing Company,Seattle, WA,Fremont Organic Pale Ale,0.045,NA,American Pale Ale (APA),12
2289,Fremont Brewing Company,Seattle, WA,77 Fremont Select Spring Session IPA,0.04,NA,American IPA,12
2290,Fremont Brewing Company,Seattle, WA,Interurban IPA,0.065,80,American IPA,12
2291,Engine House 9,Tacoma, WA,Underachiever,0.05,NA,American Adjunct Lager,16
2292,7 Seas Brewing Company,Gig Harbor, WA,Rude Parrot IPA,0.059,75,American IPA,16
2293,7 Seas Brewing Company,Gig Harbor, WA,Ballz Deep Double IPA,0.084,82,American Double / Imperial IPA,16
2294,7 Seas Brewing Company,Gig Harbor, WA,British Pale Ale (2010),0.054,30,English Pale Ale,16
2295,7 Seas Brewing Company,Gig Harbor, WA,British Pale Ale,0.054,30,English Pale Ale,16
2296,Bale Breaker Brewing Company,Yakima, WA,Topcutter India Pale Ale,0.068,70,American IPA,12
2297,Bale Breaker Brewing Company,Yakima, WA,Field 41 Pale Ale,0.044,38,American Pale Ale (APA),12
2298,Redhook Brewery,Woodinville, WA,Long Hammer IPA,0.065,44,American IPA,16
2299,Redhook Brewery,Woodinville, WA,Long Hammer IPA,0.065,44,American IPA,12
2300,Redhook Brewery,Woodinville, WA,Copper Hook (2011),0.058,27,American Amber / Red Ale,12
2301,Wingman Brewers,Tacoma, WA,P-51 Porter,0.08,31,American Porter,16
2302,Wingman Brewers,Tacoma, WA,Ace IPA,0.074,83,American IPA,16
2303,Emerald City Beer Company,Seattle, WA,Dottie Seattle Lager,0.049,25,American Amber / Red Lager,16
2304,Churchkey Can Company,Seattle, WA,Churchkey Pilsner Style Beer,0.049,29,American Pilsner,12
2305,Pyramid Breweries,Seattle, WA,Haywire Hefeweizen (2010),0.052,18,Hefeweizen,16
2306,Pyramid Breweries,Seattle, WA,Pyramid Hefeweizen (2011),0.052,18,Hefeweizen,12
2307,James Page Brewing Company,Stevens Point, WI,Bastian,NA,NA,American Strong Ale,12
2308,James Page Brewing Company,Stevens Point, WI,JP's Ould Sod Irish Red IPA,0.06,NA,American IPA,12
2309,James Page Brewing Company,Stevens Point, WI,Healani,0.045,NA,Hefeweizen,12
2310,James Page Brewing Company,Stevens Point, WI,A Capella Gluten Free Pale Ale,0.055,NA,American Pale Ale (APA),12
2311,James Page Brewing Company,Stevens Point, WI,Casper White Stout,0.06,NA,American Blonde Ale,12
2312,James Page Brewing Company,Stevens Point, WI,Yabba Dhaba Chai Tea Porter,0.055,NA,American Porter,12
2313,Ale Asylum,Madison, WI,Hopalicious,0.057,NA,American Pale Ale (APA),12
2314,Horny Goat Brew Pub,Milwaukee, WI,Watermelon Wheat,0.056,NA,American Pale Wheat Ale,12
2315,Horny Goat Brew Pub,Milwaukee, WI,Oktoberfest,0.06,NA,Märzen / Oktoberfest,16
